##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	4_2C_mbnl_S4_L008_R1_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	9265284
Sequences flagged as poor quality	0
Sequence length	101
%GC	50
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1201	4	-0.3631279852902125
1201	5	-0.03264387699993421
1201	6	-0.38938996897036304
1201	7	-0.255394149973192
1201	8	-0.24041297460649247
1201	9	-0.06807872766997747
1201	10-11	0.005895843394874589
1201	12-13	-0.02179814331731933
1201	14-15	-0.044565577218875774
1201	16-17	0.056259391797013336
1201	18-19	-0.029554326917278217
1201	20-21	-0.033585324065121824
1201	22-23	-0.058014649527429185
1201	24-25	-0.012561104504989373
1201	26-27	-0.03473377844299108
1201	28-29	-0.009221030306470368
1201	30-31	-0.04939043394527687
1201	32-33	-0.017807997616586135
1201	34-35	-0.057732484851747756
1201	36-37	-0.07100036865193005
1201	38-39	-0.027736429383452332
1201	40-41	-0.056001305520631206
1201	42-43	-0.07364266913765505
1201	44-45	-0.07089548206777607
1201	46-47	-0.05850148423803603
1201	48-49	-0.005163811037938615
1201	50-51	-0.024438468915754186
1201	52-53	-0.009826368606596247
1201	54-55	0.007087416536734281
1201	56-57	-0.05906939157085134
1201	58-59	-0.03327281234191304
1201	60-61	-0.04601561952566158
1201	62-63	-0.022137093097278182
1201	64-65	-0.017582977444320136
1201	66-67	0.0066672812948169735
1201	68-69	-0.09873409403380862
1201	70-71	-0.0019566424752284206
1201	72-73	0.0074188851647889464
1201	74-75	-0.03416021446990669
1201	76-77	-0.0332015187315875
1201	78-79	-0.0034981079666778214
1201	80-81	0.06027633842681723
1201	82-83	0.11872034434144751
1201	84-85	0.08760196082347704
1201	86-87	0.15250636953339836
1201	88-89	0.24410050106548198
1201	90-91	0.16825163375705188
1201	92-93	0.16668550062792775
1201	94-95	0.18380868715577492
1201	96-97	0.23120136540348568
1201	98-99	0.44422457323699405
1201	100-101	0.2853945086421916
1202	1	-0.12293284467475729
1202	2	-0.13835167493388312
1202	3	-0.2166577211361087
1202	4	-0.2534372197613095
1202	5	-0.017975513473764693
1202	6	-0.31395340004669947
1202	7	-0.2692906222981435
1202	8	-0.2782422635573596
1202	9	-0.022384498646587758
1202	10-11	-0.03904867816719815
1202	12-13	-0.07062280330878679
1202	14-15	-0.03183542055992916
1202	16-17	-0.0033181623074725053
1202	18-19	-0.008442133857350598
1202	20-21	-0.0325675172064237
1202	22-23	-0.043493222000684284
1202	24-25	0.0013711491986967417
1202	26-27	-0.01853872607613738
1202	28-29	-0.02935721030191729
1202	30-31	0.04568490019096316
1202	32-33	-0.01833388737079389
1202	34-35	-0.01839039781321361
1202	36-37	-0.045022851768656835
1202	38-39	-0.01976658302690737
1202	40-41	-0.01310204184779451
1202	42-43	0.010685425844727092
1202	44-45	-5.057532923444796E-4
1202	46-47	0.0010063015397605568
1202	48-49	0.002292535000840701
1202	50-51	0.008845398180667985
1202	52-53	0.028373280848846605
1202	54-55	-0.002899748922203571
1202	56-57	-0.016026837953141637
1202	58-59	-0.03207879381026402
1202	60-61	-0.04598768073882553
1202	62-63	-0.03412898089751337
1202	64-65	-0.04092244515723564
1202	66-67	-0.027576963726176018
1202	68-69	-0.04031757239074807
1202	70-71	0.07625241494488222
1202	72-73	0.03637540021606611
1202	74-75	0.021488844512717264
1202	76-77	0.041672928664155506
1202	78-79	0.06177780049321768
1202	80-81	0.11820612608217118
1202	82-83	0.06407897620336911
1202	84-85	0.12104483164506519
1202	86-87	0.16645901254620554
1202	88-89	0.32510290098439754
1202	90-91	0.1030048150933709
1202	92-93	0.1044223127663173
1202	94-95	0.13369761332020857
1202	96-97	0.25353717437927514
1202	98-99	0.42939550449351316
1202	100-101	0.27349784720853876
1203	1	-0.12349387796311717
1203	2	-0.126670514871563
1203	3	-0.23138354180456133
1203	4	-0.22943524885429412
1203	5	0.07810734596602487
1203	6	-0.35736396660634284
1203	7	-0.22704910715723514
1203	8	-0.20400101484478483
1203	9	-0.026264318389884522
1203	10-11	0.006500741225110573
1203	12-13	0.026190741829928754
1203	14-15	0.004964185932735177
1203	16-17	0.07297791634475459
1203	18-19	0.012642492512398462
1203	20-21	-0.04317974355059562
1203	22-23	0.011133090484811703
1203	24-25	0.012224790516093265
1203	26-27	-3.085431078844181E-4
1203	28-29	0.012749027052969097
1203	30-31	0.061208727696730136
1203	32-33	0.012234822155392067
1203	34-35	-0.01588172857432113
1203	36-37	-0.0026850605449268983
1203	38-39	-0.01239528254231459
1203	40-41	0.002311249889821454
1203	42-43	0.011162657597225234
1203	44-45	0.05431459659391891
1203	46-47	0.018896829799764703
1203	48-49	0.007835189718392144
1203	50-51	-0.0364094233959662
1203	52-53	0.003845436738899366
1203	54-55	0.022529347288084978
1203	56-57	-0.005622294607469769
1203	58-59	0.030951036151883216
1203	60-61	0.03695445380083129
1203	62-63	0.046401667336354535
1203	64-65	0.02554566842263739
1203	66-67	0.007514665213022909
1203	68-69	0.022962391160433526
1203	70-71	0.07902219994409876
1203	72-73	0.06883208636830318
1203	74-75	0.07638141395706555
1203	76-77	0.016192906026319065
1203	78-79	0.10637227082288092
1203	80-81	0.1931607375108868
1203	82-83	0.14415851282942782
1203	84-85	0.1474098759051472
1203	86-87	0.16520820893046562
1203	88-89	0.19547492796317556
1203	90-91	0.17071212174900552
1203	92-93	0.20513305061498954
1203	94-95	0.24571160457786334
1203	96-97	0.2842521224411101
1203	98-99	0.44486966944970163
1203	100-101	0.3407457592143004
1204	1	-0.08893186729440927
1204	2	-0.0680917152144005
1204	3	-0.1431368844718932
1204	4	-0.13202806161241654
1204	5	0.009253889108059354
1204	6	-0.34421791496087195
1204	7	-0.2700237508572698
1204	8	-0.2540378828684169
1204	9	-0.15114599882308255
1204	10-11	-0.028374564899735333
1204	12-13	-0.027194527839100147
1204	14-15	-0.032499990108881605
1204	16-17	-0.02478562252763794
1204	18-19	-0.08710689858382636
1204	20-21	-0.11034497633874452
1204	22-23	-0.05449453535104709
1204	24-25	-0.007608308489416515
1204	26-27	-0.04603069538530491
1204	28-29	-0.04961714777363113
1204	30-31	-0.052465823674630485
1204	32-33	-0.06634200232326037
1204	34-35	-0.07118060599334086
1204	36-37	-0.05842718964428428
1204	38-39	-0.09973539710989598
1204	40-41	-0.12879374599513227
1204	42-43	-0.06482179205619332
1204	44-45	-0.019275126164636447
1204	46-47	-0.08164943294670479
1204	48-49	-0.05805952459493113
1204	50-51	-0.03465390508382171
1204	52-53	0.018999786475546898
1204	54-55	-0.035345370460191816
1204	56-57	0.0032995257428396485
1204	58-59	-0.0706478337095433
1204	60-61	-0.08225038060829348
1204	62-63	-0.07434187969719375
1204	64-65	-0.023908069553563394
1204	66-67	-0.050668173734784716
1204	68-69	-0.027955061625874578
1204	70-71	-0.026737191371388747
1204	72-73	-0.03507828145875891
1204	74-75	-0.03750856281847348
1204	76-77	-0.04414286449268445
1204	78-79	0.009462108506305356
1204	80-81	0.1094756137457793
1204	82-83	0.0374726116105748
1204	84-85	0.1006112108691326
1204	86-87	0.17208621237504929
1204	88-89	0.23995004826572597
1204	90-91	0.16336340548567563
1204	92-93	0.14258459886891472
1204	94-95	0.18647628136756111
1204	96-97	0.20530660327288786
1204	98-99	0.3889257587959918
1204	100-101	0.2848356257608273
1205	1	-0.11289775435320948
1205	2	-0.09953495445010674
1205	3	-0.17832700343933539
1205	4	-0.18397181135833307
1205	5	0.0672427567139664
1205	6	-0.17318123796917462
1205	7	-0.17642276027558523
1205	8	-0.21838913367038515
1205	9	-0.07073466112726834
1205	10-11	-1.007333912212971E-4
1205	12-13	0.00366498456185127
1205	14-15	0.012268960690420272
1205	16-17	0.02451636063183571
1205	18-19	0.013889980922222378
1205	20-21	0.019658703335601047
1205	22-23	0.019313686281499542
1205	24-25	-0.033325039309048066
1205	26-27	-0.010587932863664662
1205	28-29	0.008161935836277223
1205	30-31	-0.006654902706692667
1205	32-33	0.018611216203872516
1205	34-35	-0.010229649980871613
1205	36-37	-0.0038755196096289524
1205	38-39	0.00626958093249641
1205	40-41	-0.001810260881974557
1205	42-43	-0.019811818933618497
1205	44-45	0.03400763728440381
1205	46-47	0.05310013676324843
1205	48-49	-0.01962474648943413
1205	50-51	0.015524499439251827
1205	52-53	0.04782139208344205
1205	54-55	0.004937391140344971
1205	56-57	0.013692682015708613
1205	58-59	-0.02733845076351571
1205	60-61	-0.016640156435606457
1205	62-63	-0.045990769152446376
1205	64-65	-0.010303441282992765
1205	66-67	0.03538490617297896
1205	68-69	0.07810353743516174
1205	70-71	0.06040420033364313
1205	72-73	0.008218126117846225
1205	74-75	-0.005232091356056401
1205	76-77	-0.02151671477714956
1205	78-79	0.04518986344627507
1205	80-81	0.09325798537592078
1205	82-83	0.017871084274183602
1205	84-85	0.1413712238958027
1205	86-87	0.11239808723682643
1205	88-89	0.19523509105227532
1205	90-91	0.1461552928691603
1205	92-93	0.1955210467704731
1205	94-95	0.2165526073482198
1205	96-97	0.3072684390072382
1205	98-99	0.4328955457736754
1205	100-101	0.31398890215910313
1206	1	0.06574971268292273
1206	2	-0.05957225372332431
1206	3	-0.08534994647705929
1206	4	-0.11340354039942468
1206	5	0.12852134358364964
1206	6	-0.0872740317497076
1206	7	-0.02648573235985907
1206	8	-0.08426515538113222
1206	9	-0.010198774884464967
1206	10-11	0.019411053122112776
1206	12-13	-0.003202209486794061
1206	14-15	0.036739708888070766
1206	16-17	0.09092982013491735
1206	18-19	0.02373062312713614
1206	20-21	-0.025565656567671624
1206	22-23	-0.031092843399726178
1206	24-25	-0.06773094639505217
1206	26-27	-0.040110141680948175
1206	28-29	0.00164065859777196
1206	30-31	0.06627870522475376
1206	32-33	-0.02289788385422753
1206	34-35	0.03772046186022493
1206	36-37	0.04514123314621088
1206	38-39	0.02533374484272599
1206	40-41	-0.023963152683300848
1206	42-43	-0.01073515542658754
1206	44-45	0.08383753547447981
1206	46-47	0.038260685876331024
1206	48-49	0.003940992294353407
1206	50-51	0.011923961978880016
1206	52-53	9.994189993278724E-5
1206	54-55	0.06883931864855697
1206	56-57	0.09827630191394832
1206	58-59	0.04612523229616983
1206	60-61	-0.010096063122290388
1206	62-63	0.033308410769812724
1206	64-65	0.08664237806003428
1206	66-67	-0.019929746406205595
1206	68-69	0.0022179357950236067
1206	70-71	0.07959936265978484
1206	72-73	0.026842032911090996
1206	74-75	0.0019511554196540715
1206	76-77	0.013811423132281675
1206	78-79	0.06783801363830122
1206	80-81	0.1460635611222827
1206	82-83	0.1166078596638016
1206	84-85	0.10061057434120357
1206	86-87	0.1928019066449309
1206	88-89	0.24893791564282708
1206	90-91	0.24132007558463897
1206	92-93	0.1927307127829252
1206	94-95	0.2070963391036429
1206	96-97	0.24818873194588775
1206	98-99	0.5134188215140725
1206	100-101	0.40147788885249724
1207	1	-0.19069205112989351
1207	2	-0.0684101555008425
1207	3	-0.15677587878899857
1207	4	-0.19809941099762085
1207	5	-0.05573678153670869
1207	6	-0.17087829573046776
1207	7	-0.29959502121869264
1207	8	-0.4131542576208318
1207	9	-0.11944377239889548
1207	10-11	-0.03006900691219272
1207	12-13	-0.056343234123026775
1207	14-15	-0.056082877535800435
1207	16-17	-0.01660874255738065
1207	18-19	-0.09522330261483347
1207	20-21	-0.11273258205437742
1207	22-23	-0.0851010457742305
1207	24-25	-0.09118579358860046
1207	26-27	-0.0981078626837828
1207	28-29	-0.07854350016059897
1207	30-31	-0.04857972936002142
1207	32-33	-0.10967606146262199
1207	34-35	-0.11027361756151066
1207	36-37	-0.1564026740771638
1207	38-39	-0.11287907856102208
1207	40-41	-0.10811182044122347
1207	42-43	-0.09416230868984599
1207	44-45	-0.08273918796465551
1207	46-47	-0.030375238307129848
1207	48-49	-0.027443306753063723
1207	50-51	0.01815947682735697
1207	52-53	-0.0635659098661634
1207	54-55	-0.03398794500975555
1207	56-57	-0.0964927809786218
1207	58-59	-0.09669894959366587
1207	60-61	-0.10886345370131778
1207	62-63	-0.06106099390306241
1207	64-65	-0.03444481163583646
1207	66-67	-0.025614363651122574
1207	68-69	-0.01344075092935526
1207	70-71	0.02600523968462909
1207	72-73	0.01864916122909932
1207	74-75	-0.00762362770894498
1207	76-77	-0.14967656216927594
1207	78-79	0.02271736842066474
1207	80-81	0.07310739501020436
1207	82-83	0.08343687665523447
1207	84-85	0.0672006493113031
1207	86-87	0.17528958237011238
1207	88-89	0.23173273256171
1207	90-91	0.16285917401761196
1207	92-93	0.15486630275825064
1207	94-95	0.22959256316752885
1207	96-97	0.2432819043592147
1207	98-99	0.46117973897978004
1207	100-101	0.30235424751771944
1208	1	-0.053918278860990654
1208	2	-0.08623287474371466
1208	3	-0.2445335311275798
1208	4	-0.2740833607708879
1208	5	-0.1229373126222768
1208	6	-0.16846044558982953
1208	7	-0.3264662558309226
1208	8	-0.29050029912625064
1208	9	-0.08947905077829432
1208	10-11	-0.06916324644048188
1208	12-13	-0.021167918449421563
1208	14-15	-0.02341969307445879
1208	16-17	-0.014859524073997932
1208	18-19	-0.021405538181731742
1208	20-21	-0.06332905655848009
1208	22-23	-0.07000199418910569
1208	24-25	-0.06759544407808704
1208	26-27	-0.10052920497411577
1208	28-29	-0.09472664466227343
1208	30-31	-0.09393194994900966
1208	32-33	-0.09667642615178806
1208	34-35	-0.11365931594684042
1208	36-37	-0.08065191068347843
1208	38-39	-0.023588456147024317
1208	40-41	-0.059962861924340416
1208	42-43	-0.08055943762698803
1208	44-45	-0.06348928778019314
1208	46-47	-0.07132580982078451
1208	48-49	-0.10012980288200168
1208	50-51	-0.10059821147827819
1208	52-53	-0.07873292941885524
1208	54-55	-0.07081619063181677
1208	56-57	-0.08182155606912289
1208	58-59	-0.11722898403281334
1208	60-61	-0.11268582414744088
1208	62-63	-0.09465377328061209
1208	64-65	-0.08184032317093681
1208	66-67	-0.07787434910817126
1208	68-69	-0.11040794786373453
1208	70-71	-0.0966872997452981
1208	72-73	-0.08477630305255701
1208	74-75	0.011588256139226871
1208	76-77	-0.005278430336929318
1208	78-79	-0.018781456655673878
1208	80-81	-0.03665012433393855
1208	82-83	-0.019632235008799626
1208	84-85	0.025194660936747937
1208	86-87	0.059170077243273056
1208	88-89	0.12241324449831126
1208	90-91	0.13819301237666082
1208	92-93	0.09551675153782213
1208	94-95	0.16036733108246892
1208	96-97	0.14201510440069853
1208	98-99	0.3569722910678763
1208	100-101	0.28243470497400125
1209	1	-0.056267099335908455
1209	2	-0.059821487969170306
1209	3	-0.13411229370312583
1209	4	-0.23778658999962232
1209	5	0.005585099489046286
1209	6	-0.14424852693912982
1209	7	-0.11798539082817427
1209	8	-0.34171373122916293
1209	9	-0.07616794839140084
1209	10-11	-0.04219895816554242
1209	12-13	-0.014719254558777095
1209	14-15	-0.005951099409614358
1209	16-17	-0.026470533208119207
1209	18-19	-0.04112517183686748
1209	20-21	-0.1628698227780987
1209	22-23	-0.06485226669293098
1209	24-25	-0.03862473639013331
1209	26-27	-0.05427310794878082
1209	28-29	-0.01955065672652978
1209	30-31	-0.1525188816549914
1209	32-33	-0.16776295843690292
1209	34-35	-0.027011466942489903
1209	36-37	-0.009610401456377815
1209	38-39	-0.06486391619235121
1209	40-41	-0.04924253307930826
1209	42-43	0.026178320871707683
1209	44-45	0.0036802314006507686
1209	46-47	-0.014841581948438431
1209	48-49	-0.09742458750130112
1209	50-51	-0.07350499353721318
1209	52-53	-0.034051157473882654
1209	54-55	-0.059773826954568676
1209	56-57	-0.06828403992151522
1209	58-59	-0.06554423531567721
1209	60-61	-0.16102027868194568
1209	62-63	-0.10046085153762618
1209	64-65	-0.04457032748524625
1209	66-67	-0.08435925020930313
1209	68-69	-0.07079870086718643
1209	70-71	0.038012085389333095
1209	72-73	1.4047288323837392E-4
1209	74-75	-0.05574077733680838
1209	76-77	-0.03509615723874049
1209	78-79	-0.04098226305110586
1209	80-81	0.03857482441316762
1209	82-83	0.004113822015746393
1209	84-85	0.026226549907796937
1209	86-87	0.06468724370257917
1209	88-89	0.18646001941903734
1209	90-91	0.13053490071202134
1209	92-93	0.15765808430840877
1209	94-95	0.09178142036959969
1209	96-97	0.0969110401650255
1209	98-99	0.43898740148360815
1209	100-101	0.29855689749700076
1210	1	-0.12679640999270347
1210	2	-0.0879655292938466
1210	3	-0.2413547029410168
1210	4	-0.3481123330816587
1210	5	-0.023407745473718933
1210	6	-0.1386708001368646
1210	7	-0.309216451808318
1210	8	-0.3472665132504815
1210	9	-0.1358386454989855
1210	10-11	-0.17218520419793748
1210	12-13	-0.13354354828944537
1210	14-15	-0.06652375325506199
1210	16-17	-0.01902773706787997
1210	18-19	-0.08770456979756602
1210	20-21	-0.14183548388914602
1210	22-23	-0.13350840592420354
1210	24-25	-0.12717824047631154
1210	26-27	-0.1564223548150423
1210	28-29	-0.14360769292557762
1210	30-31	-0.13595039639744044
1210	32-33	-0.10801715738988804
1210	34-35	-0.14720308372526603
1210	36-37	-0.13609526862981625
1210	38-39	-0.06491809092137402
1210	40-41	-0.12647534921850934
1210	42-43	-0.12532691361604975
1210	44-45	-0.09106089796281225
1210	46-47	-0.08190193628579578
1210	48-49	-0.13813996125073658
1210	50-51	-0.09212556304330377
1210	52-53	-0.06552781018055498
1210	54-55	-0.13187179257289472
1210	56-57	-0.15365455874344747
1210	58-59	-0.14266992227621245
1210	60-61	-0.12644190280455803
1210	62-63	-0.17882473896407447
1210	64-65	-0.14326361542646282
1210	66-67	-0.14156021535381313
1210	68-69	-0.05125020821303394
1210	70-71	-0.1243536214453016
1210	72-73	-0.24468358439701632
1210	74-75	-0.21866147007408898
1210	76-77	-0.3161643285155691
1210	78-79	-0.09209719827186547
1210	80-81	-0.02531962857134573
1210	82-83	-0.03449506572740546
1210	84-85	-0.052221579364172044
1210	86-87	0.003448303123036567
1210	88-89	0.13367103115211165
1210	90-91	0.12162138412564616
1210	92-93	0.06675918905288114
1210	94-95	0.038012590323532436
1210	96-97	0.07836885232553925
1210	98-99	0.35490622134744143
1210	100-101	0.21921072773263717
1211	1	-0.08848561556574097
1211	2	-0.13209427253122996
1211	3	-0.11650191995907733
1211	4	-0.31849857514698243
1211	5	-0.10104050180068924
1211	6	-0.017920368423148147
1211	7	-0.26916346065538477
1211	8	-0.4138764482747561
1211	9	-0.12800941983011427
1211	10-11	-0.12806448056464603
1211	12-13	-0.06279988093744038
1211	14-15	-0.03985199455489408
1211	16-17	-0.022292313669645125
1211	18-19	-0.03253188530632656
1211	20-21	-0.1410116563602415
1211	22-23	-0.11253858573667941
1211	24-25	-0.09749499590986233
1211	26-27	-0.15116792017322211
1211	28-29	-0.12214663462874142
1211	30-31	-0.11360668353791681
1211	32-33	-0.1101730361781108
1211	34-35	-0.02760608028770406
1211	36-37	-0.005199987922757998
1211	38-39	-0.043549432410863176
1211	40-41	-0.0674142525869641
1211	42-43	-0.07410709696512185
1211	44-45	-0.03891379590901778
1211	46-47	-0.07710596398002423
1211	48-49	-0.06665619900639541
1211	50-51	-0.06783647355029387
1211	52-53	-0.02721108822012752
1211	54-55	4.1690679874761827E-4
1211	56-57	0.0025794829915710693
1211	58-59	-0.05697801175546857
1211	60-61	-0.10717567565869501
1211	62-63	-0.09451185166950182
1211	64-65	-0.10034797428949815
1211	66-67	-0.059774350140145316
1211	68-69	-0.06389762198536175
1211	70-71	-0.002816222494793408
1211	72-73	-0.06491085898088755
1211	74-75	0.008346623848318302
1211	76-77	-0.15613527065069377
1211	78-79	-0.08704977900038813
1211	80-81	-0.09237955802672104
1211	82-83	-0.03683185881425288
1211	84-85	0.026689980043357764
1211	86-87	-0.0027893549055022504
1211	88-89	0.2057727512127343
1211	90-91	0.11047886649596705
1211	92-93	0.07763641220169859
1211	94-95	0.11048316236139044
1211	96-97	0.20191847454739786
1211	98-99	0.4139209935578094
1211	100-101	0.2404972475651661
1212	1	1.3621443386213627E-4
1212	2	-0.10794690583677635
1212	3	-0.22587015378783093
1212	4	-0.21193872556182214
1212	5	-0.029330851522068713
1212	6	-0.10016182378945615
1212	7	-0.19316472914134408
1212	8	-0.1790189994264182
1212	9	-0.032348604365843414
1212	10-11	-0.11517294679198642
1212	12-13	-0.08294441439894484
1212	14-15	-0.03351136794584875
1212	16-17	0.026158731776938282
1212	18-19	-0.03511308141198555
1212	20-21	-0.07155727687399605
1212	22-23	-0.10888302620435297
1212	24-25	-0.050612812971287724
1212	26-27	-0.11197552676697597
1212	28-29	-0.06161566183823908
1212	30-31	-0.04415216262479049
1212	32-33	-0.11267351996410468
1212	34-35	-0.09507632552205081
1212	36-37	-0.05158349261572681
1212	38-39	-0.04197623516903093
1212	40-41	-0.04890269750890752
1212	42-43	-0.027529010101098095
1212	44-45	-0.10178594217801873
1212	46-47	-0.06043148748540972
1212	48-49	-0.040607107502253825
1212	50-51	0.010131521179339131
1212	52-53	-0.023310867259013435
1212	54-55	-0.056449893562515285
1212	56-57	-0.018288038816486107
1212	58-59	-0.008829103621174283
1212	60-61	-0.06905250481206338
1212	62-63	-0.05596050387629958
1212	64-65	-0.028854155570442686
1212	66-67	-0.017790564929782704
1212	68-69	-0.002382084764825265
1212	70-71	0.0016100781696692934
1212	72-73	-0.011947992036297705
1212	74-75	0.029963043407114753
1212	76-77	-0.04158447713770386
1212	78-79	0.047297383284139016
1212	80-81	0.1255648059686152
1212	82-83	0.055306932376559814
1212	84-85	0.0969898447671369
1212	86-87	0.11070937112823742
1212	88-89	0.20108131757879022
1212	90-91	0.16698182499777658
1212	92-93	0.11802302831429046
1212	94-95	0.1546574307109978
1212	96-97	0.2296406743118169
1212	98-99	0.4025494239498357
1212	100-101	0.3058412174631897
1213	1	-0.04048620902817035
1213	2	-0.022933493620332257
1213	3	-0.1505697674660027
1213	4	-0.21563735437140963
1213	5	-0.08088513367813732
1213	6	-0.03903025992403286
1213	7	-0.2610313167339129
1213	8	-0.22166403371846854
1213	9	-0.14553510010849635
1213	10-11	-0.09711148498187328
1213	12-13	-0.08264208656732563
1213	14-15	-0.05441903395336567
1213	16-17	0.02685009182665965
1213	18-19	-0.06968843565501004
1213	20-21	-0.12390799934735952
1213	22-23	-0.07026835558061606
1213	24-25	-0.06726555319643523
1213	26-27	-0.12265488386251633
1213	28-29	-0.15051861682315604
1213	30-31	-0.10975072974142108
1213	32-33	-0.06682472769553982
1213	34-35	-0.06861274663067718
1213	36-37	-0.0825320012483175
1213	38-39	-0.09301805002357355
1213	40-41	-0.08855492781564323
1213	42-43	-0.0507946169257778
1213	44-45	-0.050719804032674176
1213	46-47	-0.035012925359829694
1213	48-49	-0.09728281161026331
1213	50-51	-0.08644666085689323
1213	52-53	-0.04475806935733573
1213	54-55	-0.12010769519484654
1213	56-57	-0.04244843238193852
1213	58-59	-0.08883670675607647
1213	60-61	-0.08099323237898659
1213	62-63	-0.14079199697666667
1213	64-65	-0.042914344761264545
1213	66-67	-0.0574483775160175
1213	68-69	-0.049685506723221806
1213	70-71	-0.0222730762241099
1213	72-73	-0.18956566332837355
1213	74-75	-0.1368494202290762
1213	76-77	-0.1726794170365693
1213	78-79	-0.1369887597286592
1213	80-81	-0.0664839074599044
1213	82-83	-0.07284993094129533
1213	84-85	-0.06788799740307638
1213	86-87	-0.026059959392839005
1213	88-89	0.08322557856713786
1213	90-91	-0.005928404785699115
1213	92-93	0.05705106146867678
1213	94-95	0.05233285717960001
1213	96-97	0.2095261132973576
1213	98-99	0.2835971777880246
1213	100-101	0.25445515501778004
1214	1	-0.07011584816952521
1214	2	-0.06356087363207052
1214	3	-0.10036284466191603
1214	4	-0.18165067972631022
1214	5	-0.020131611082419454
1214	6	-0.060852361956108325
1214	7	-0.13466164985066342
1214	8	-0.18307920136118128
1214	9	-0.057238173375118606
1214	10-11	-0.06744563470649467
1214	12-13	-0.046715391142917895
1214	14-15	-0.03250482038414759
1214	16-17	0.022867009759792722
1214	18-19	-0.051729796246291926
1214	20-21	-0.12840821007960557
1214	22-23	-0.1053134853828297
1214	24-25	-0.06888522386059037
1214	26-27	-0.10126413376699617
1214	28-29	-0.09410174135036442
1214	30-31	-0.07502119894811443
1214	32-33	-0.07609171047484153
1214	34-35	-0.0883004320201266
1214	36-37	-0.10461679807932
1214	38-39	-0.05026883738031529
1214	40-41	-0.09531205668647402
1214	42-43	-0.0729712256746069
1214	44-45	-0.026221445233126417
1214	46-47	-0.06807524589142844
1214	48-49	-0.07878400138428532
1214	50-51	-0.07392405743330244
1214	52-53	-0.01183565677698084
1214	54-55	-0.005975322811977435
1214	56-57	-0.011601468510029633
1214	58-59	-0.037648701915365734
1214	60-61	-0.08162952392513034
1214	62-63	-0.03296354358587905
1214	64-65	-0.02942304356595571
1214	66-67	-0.047174431298543595
1214	68-69	-0.05338810231106095
1214	70-71	0.03126765359717609
1214	72-73	-0.025421006553706604
1214	74-75	-0.05556010411158496
1214	76-77	-0.06608488157918657
1214	78-79	0.02438220693169768
1214	80-81	0.08323188222103539
1214	82-83	0.0424441796558952
1214	84-85	0.03554041797886498
1214	86-87	0.12364391685353837
1214	88-89	0.18473593098507735
1214	90-91	0.06902065279741976
1214	92-93	0.06029085935976042
1214	94-95	0.10432755134960559
1214	96-97	0.15632077162719327
1214	98-99	0.37474289920997705
1214	100-101	0.2525815783878542
1215	1	-0.020814145946118856
1215	2	-0.00999487659385423
1215	3	-0.1013274034556062
1215	4	-0.19176250079548396
1215	5	-0.03158240378571975
1215	6	-0.08028153570541718
1215	7	-0.1245303058262408
1215	8	-0.22427566790239695
1215	9	-0.1122176680318887
1215	10-11	-0.0863737638439801
1215	12-13	-0.08954041982115513
1215	14-15	-0.024001681913084383
1215	16-17	0.06196529348699187
1215	18-19	-0.01485592594788443
1215	20-21	-0.13402502670753336
1215	22-23	-0.08995645242986683
1215	24-25	-0.07583454904384723
1215	26-27	-0.12813676850302613
1215	28-29	-0.12106726612918806
1215	30-31	-0.0864008532117353
1215	32-33	-0.14371624107703695
1215	34-35	-0.09562060420724805
1215	36-37	-0.14204274902553493
1215	38-39	-0.1070918695466645
1215	40-41	-0.13734609366634487
1215	42-43	-0.14752181437638967
1215	44-45	-0.056737384344323516
1215	46-47	-0.05120094947556453
1215	48-49	-0.05503209767328343
1215	50-51	-0.04464742482394257
1215	52-53	-0.10989848039893246
1215	54-55	-0.05688454873661897
1215	56-57	-0.08804934970776657
1215	58-59	-0.11891986738408633
1215	60-61	-0.06284353794814024
1215	62-63	-0.0627365852195183
1215	64-65	-0.09175823505673009
1215	66-67	-0.10414602513121451
1215	68-69	-0.05444519456388264
1215	70-71	-0.07231312383364497
1215	72-73	-0.12361188828167968
1215	74-75	-0.09687170260124134
1215	76-77	-0.16090988101757375
1215	78-79	-0.06593495105376235
1215	80-81	-0.048621878541993624
1215	82-83	-0.01312844734226104
1215	84-85	-0.042750510425904054
1215	86-87	-0.020437186673035512
1215	88-89	0.026649157421765324
1215	90-91	-0.09109156051377454
1215	92-93	0.019702189662844205
1215	94-95	0.02363369482246469
1215	96-97	0.12068580667401818
1215	98-99	0.32612770967328686
1215	100-101	0.18417185057172958
1216	1	0.024304143730383032
1216	2	-0.09438226429071506
1216	3	-0.18579122927948788
1216	4	-0.30260357112904046
1216	5	-0.030002784005411343
1216	6	-0.03231633691878244
1216	7	-0.2132735704395614
1216	8	-0.20033609921564732
1216	9	-0.17071031547585847
1216	10-11	-0.12510779497518598
1216	12-13	-0.07135329222101205
1216	14-15	-0.043319302003780535
1216	16-17	-0.057893435454758446
1216	18-19	-0.048340819946787406
1216	20-21	-0.17924384317976916
1216	22-23	-0.08495429267211563
1216	24-25	-0.11045027052109901
1216	26-27	-0.10727671227866864
1216	28-29	-0.1400749006840485
1216	30-31	-0.1302429002479215
