##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	4_2C_mbnl_S4_L008_R1_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	9265284
Sequences flagged as poor quality	0
Sequence length	101
%GC	50
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1105	50-51	0.002138869996549886
1105	52-53	0.05216593450511908
1105	54-55	-0.016473778237568126
1105	56-57	0.010536674149001612
1105	58-59	-0.026610059599271096
1105	60-61	0.01745288025914249
1105	62-63	-0.02066093239687916
1105	64-65	0.051146009471636944
1105	66-67	-0.01726015138245174
1105	68-69	-0.007561936189581786
1105	70-71	0.08836860325849472
1105	72-73	0.11946790568902088
1105	74-75	0.08034840959275158
1105	76-77	0.12407918142233143
1105	78-79	0.07087433128178589
1105	80-81	0.20270616895690807
1105	82-83	0.1345333034176548
1105	84-85	0.1040637664082169
1105	86-87	0.08537800880691293
1105	88-89	0.2715174496332935
1105	90-91	0.2873224647790167
1105	92-93	0.299645852858653
1105	94-95	0.3836304324307207
1105	96-97	0.2891873906198157
1105	98-99	0.5040063548736953
1105	100-101	0.35827455631491745
1106	1	-0.21297410789401638
1106	2	-0.05672515986594462
1106	3	-0.030751416409039223
1106	4	-0.03350672387733766
1106	5	0.14999642173444272
1106	6	0.02537952136291466
1106	7	-0.0018434934334905506
1106	8	-0.13611145736426522
1106	9	-0.05145076101400292
1106	10-11	0.003910795589277427
1106	12-13	0.033810234795673466
1106	14-15	0.03783649282071622
1106	16-17	0.10351453812749156
1106	18-19	0.09888331051253374
1106	20-21	0.06718634065661888
1106	22-23	0.04474844733960737
1106	24-25	0.04727257983239497
1106	26-27	0.05621642642841351
1106	28-29	0.048909140725243105
1106	30-31	0.04831325440893153
1106	32-33	0.02350894753483601
1106	34-35	-0.02308229253077343
1106	36-37	0.017437233632144
1106	38-39	0.038617026254840425
1106	40-41	0.017651682418360792
1106	42-43	-0.04300761709757239
1106	44-45	0.09060875509305788
1106	46-47	0.07840490538485057
1106	48-49	0.03984928415683697
1106	50-51	-0.005577372193620533
1106	52-53	0.05504395036153653
1106	54-55	0.04629477320073505
1106	56-57	-0.0020116266322318666
1106	58-59	0.07502466381877326
1106	60-61	0.05551181354974233
1106	62-63	0.07068509086897734
1106	64-65	0.06904259193107976
1106	66-67	0.06517750122674215
1106	68-69	0.04570947979738804
1106	70-71	0.12529674600065732
1106	72-73	0.08494874743538361
1106	74-75	0.08742677138597088
1106	76-77	0.026462261391579034
1106	78-79	0.12320632649788621
1106	80-81	0.17366266475560366
1106	82-83	0.12832764892170445
1106	84-85	0.10331328226870085
1106	86-87	0.07567269789383602
1106	88-89	0.2376099730163972
1106	90-91	0.2713863757208941
1106	92-93	0.2710624962123802
1106	94-95	0.32778655848172633
1106	96-97	0.2811577818335138
1106	98-99	0.4671915514764393
1106	100-101	0.3454345609141285
1107	1	-0.2728892388291868
1107	2	0.023835338062820455
1107	3	-0.10354998811229876
1107	4	-0.06919412449004625
1107	5	0.12147013344319646
1107	6	0.1371734871784085
1107	7	0.09806043194704017
1107	8	0.1441538827408877
1107	9	0.12744403944627436
1107	10-11	0.07501805947108409
1107	12-13	0.11889257326904357
1107	14-15	0.09361188806506959
1107	16-17	0.1049975350662038
1107	18-19	0.1067010365300547
1107	20-21	0.1404545536586923
1107	22-23	0.12881760393923258
1107	24-25	0.1367583128792873
1107	26-27	0.13958809257850646
1107	28-29	0.08851475991721003
1107	30-31	0.10609653163108135
1107	32-33	0.1124521130973477
1107	34-35	0.11568572229445095
1107	36-37	0.1384611717707145
1107	38-39	0.1466203178587122
1107	40-41	0.11323059566861815
1107	42-43	0.1280184117955514
1107	44-45	0.188185298117169
1107	46-47	0.1589143160600912
1107	48-49	0.15460045823227375
1107	50-51	0.1173024581305313
1107	52-53	0.16605972176822092
1107	54-55	0.1755691290175747
1107	56-57	0.110706198295766
1107	58-59	0.19024800922844065
1107	60-61	0.13831797508121468
1107	62-63	0.20412889639143827
1107	64-65	0.16742778709800632
1107	66-67	0.21259998872642427
1107	68-69	0.17761701167388821
1107	70-71	0.2166015467067126
1107	72-73	0.1901087796819354
1107	74-75	0.22508693652888923
1107	76-77	0.17931546990464398
1107	78-79	0.26251145950045185
1107	80-81	0.2844422392848287
1107	82-83	0.21473824208543846
1107	84-85	0.23212662253934013
1107	86-87	0.22988410448342478
1107	88-89	0.3899706934548206
1107	90-91	0.36578923259239104
1107	92-93	0.39698213628231116
1107	94-95	0.47282959633027843
1107	96-97	0.41479838101707145
1107	98-99	0.60100789776277
1107	100-101	0.5224219579458591
1108	1	-0.37075145342123506
1108	2	0.0592995981501403
1108	3	0.03696216185130652
1108	4	-0.003787472825443672
1108	5	0.13558607537913758
1108	6	0.1803171712445959
1108	7	0.14981404571399537
1108	8	0.1836208672420625
1108	9	0.05862473445504435
1108	10-11	0.08713029726550303
1108	12-13	0.09815096082861174
1108	14-15	0.09002692345603691
1108	16-17	0.1207870647973337
1108	18-19	0.07833479449240599
1108	20-21	0.1263546677508529
1108	22-23	0.14513262935493998
1108	24-25	0.16876662140200693
1108	26-27	0.17261033479932308
1108	28-29	0.14068922622028168
1108	30-31	0.12370595118961347
1108	32-33	0.09841561096072837
1108	34-35	0.09180033128388487
1108	36-37	0.12890485940904028
1108	38-39	0.10297548045172533
1108	40-41	0.0900865165042859
1108	42-43	0.13085091281680405
1108	44-45	0.19630426189265648
1108	46-47	0.1438426375009172
1108	48-49	0.1290355901498046
1108	50-51	0.12555949961496538
1108	52-53	0.15436851559901754
1108	54-55	0.13323617449445635
1108	56-57	0.09560337889443105
1108	58-59	0.12082460220650404
1108	60-61	0.13716647338934962
1108	62-63	0.1974188680249611
1108	64-65	0.1869783880322302
1108	66-67	0.1674415658739008
1108	68-69	0.1883981764967757
1108	70-71	0.17586725184758478
1108	72-73	0.23478384789662954
1108	74-75	0.180045665510832
1108	76-77	0.35880952083282125
1108	78-79	0.2712825625181736
1108	80-81	0.2675761497691198
1108	82-83	0.232866503479066
1108	84-85	0.2622703998283029
1108	86-87	0.21260159144322444
1108	88-89	0.37677679183598656
1108	90-91	0.3955760232794674
1108	92-93	0.4063054123749552
1108	94-95	0.4804615616932324
1108	96-97	0.4665020771367878
1108	98-99	0.594341319171221
1108	100-101	0.451861899852652
1109	1	-0.37388142034147265
1109	2	0.041649696864062946
1109	3	0.08233393200101347
1109	4	-0.04412497292209849
1109	5	0.189889561907286
1109	6	0.17346939863215738
1109	7	0.09801619161822117
1109	8	-0.02364334863445805
1109	9	0.03260274061758395
1109	10-11	0.09889257722389289
1109	12-13	0.08968686123385794
1109	14-15	0.03288197398875781
1109	16-17	0.09374652927164817
1109	18-19	0.05388441284483747
1109	20-21	0.023164600804385316
1109	22-23	0.011763477574056935
1109	24-25	0.022430508855471487
1109	26-27	0.02890456666101926
1109	28-29	0.014129726714465107
1109	30-31	0.07261661028031341
1109	32-33	0.061153512438963276
1109	34-35	0.032869621211055744
1109	36-37	0.052456205700629255
1109	38-39	0.07267677000906758
1109	40-41	0.030918351210004857
1109	42-43	0.03825253465241474
1109	44-45	0.09319558368304115
1109	46-47	0.0884064127910662
1109	48-49	0.08095233363295762
1109	50-51	0.08665347611084684
1109	52-53	0.11061859751559666
1109	54-55	0.05324145883282938
1109	56-57	0.08404657584895148
1109	58-59	0.09991662197264617
1109	60-61	0.07505389076877833
1109	62-63	0.15779233518433244
1109	64-65	0.13059921794426543
1109	66-67	0.09212164020560465
1109	68-69	0.08283973363928254
1109	70-71	0.13632114805179896
1109	72-73	0.08255731720571191
1109	74-75	0.10636073968927207
1109	76-77	0.06992461740772171
1109	78-79	0.11050734223733372
1109	80-81	0.23184771447343877
1109	82-83	0.1554252677511343
1109	84-85	0.2195798720377411
1109	86-87	0.186037659531344
1109	88-89	0.33535464098195433
1109	90-91	0.3181421154854718
1109	92-93	0.39189255907188425
1109	94-95	0.38599235993707026
1109	96-97	0.29854458359565683
1109	98-99	0.5499269857488827
1109	100-101	0.4065388820567293
1110	1	-0.16030849191295715
1110	2	0.05072406807963503
1110	3	-0.05154069409593376
1110	4	-0.008210470436011974
1110	5	0.15730799656586925
1110	6	0.10136570285222746
1110	7	0.06710043453470149
1110	8	0.009201021854764235
1110	9	0.05095717099732866
1110	10-11	0.05938117689505873
1110	12-13	0.04895008237976839
1110	14-15	0.07937199003440298
1110	16-17	0.08926893704222749
1110	18-19	0.07427715136691404
1110	20-21	0.07167286794119576
1110	22-23	0.07576461991803995
1110	24-25	0.03849769254835422
1110	26-27	0.10732912243447146
1110	28-29	0.0596731820078773
1110	30-31	0.050142478098564425
1110	32-33	0.051096593334087004
1110	34-35	0.008984066910095123
1110	36-37	0.09337919322729249
1110	38-39	0.089424325194841
1110	40-41	0.056460716984588544
1110	42-43	0.09317187724336407
1110	44-45	0.14624920781884754
1110	46-47	0.0888821693463413
1110	48-49	0.11216770839442347
1110	50-51	0.022970852945697118
1110	52-53	0.13704281322711154
1110	54-55	0.1087026719625186
1110	56-57	0.15160326384377498
1110	58-59	0.16736064381584725
1110	60-61	0.13662524104578466
1110	62-63	0.13450659401438259
1110	64-65	0.17069293307140754
1110	66-67	0.11787819547723188
1110	68-69	0.12257993292217861
1110	70-71	0.17946906508988292
1110	72-73	0.19077938755560808
1110	74-75	0.1445671110633171
1110	76-77	0.2560463760892091
1110	78-79	0.20033329985835024
1110	80-81	0.22451335435115283
1110	82-83	0.13782970374354875
1110	84-85	0.24950920188460657
1110	86-87	0.2517885526066266
1110	88-89	0.34130316616964507
1110	90-91	0.34252909606561843
1110	92-93	0.41060917192292123
1110	94-95	0.46451068036125776
1110	96-97	0.42703517081328357
1110	98-99	0.6089308683977919
1110	100-101	0.4988469616642348
1111	1	-0.2250993363799303
1111	2	0.07456086466345369
1111	3	-0.010698832926578916
1111	4	0.012003984479193264
1111	5	0.13864577786925736
1111	6	0.18942338602378328
1111	7	0.089412726138967
1111	8	0.06458126624076499
1111	9	0.08543952668791377
1111	10-11	0.02735683484681317
1111	12-13	0.04512827328260727
1111	14-15	0.034279610172930575
1111	16-17	0.029409809542158882
1111	18-19	0.03375315712492011
1111	20-21	0.0029734411083310874
1111	22-23	0.04917941342316823
1111	24-25	0.010977263046036967
1111	26-27	0.06711824981385206
1111	28-29	0.08960699733263766
1111	30-31	0.1122721933692361
1111	32-33	0.026194105257701494
1111	34-35	0.01749539036222103
1111	36-37	0.0740221849315148
1111	38-39	0.061752114474728614
1111	40-41	0.05361500087128235
1111	42-43	0.039852083118319115
1111	44-45	0.08495340464427414
1111	46-47	0.08792548274389844
1111	48-49	0.08885108512124873
1111	50-51	0.0893602483662832
1111	52-53	0.09254104566920773
1111	54-55	0.07189098819629436
1111	56-57	0.12669519386120243
1111	58-59	0.05754691216207419
1111	60-61	0.05578064241089464
1111	62-63	0.09865913996704734
1111	64-65	0.08398046185867969
1111	66-67	0.028023796825451086
1111	68-69	0.07825095759009315
1111	70-71	0.15615515733863816
1111	72-73	0.13461043491322044
1111	74-75	0.1621615947685413
1111	76-77	0.15234562715374977
1111	78-79	0.1924750319992654
1111	80-81	0.24149470612150736
1111	82-83	0.14876258701340817
1111	84-85	0.19353265357081284
1111	86-87	0.17783736123309524
